UID,X,Y,name_first,name_second,introduction,difficulty,completionTime,length,difficulty_level_1,difficulty_level_1,course_style,duration_nights,duration_up_to_time,distance
599,174.44655,-36.45021,Mount Auckland Atuanui Walkway ,,Take a walk to the summit of Mount Auckland (Atuanui) through regenerating native forest. At the summit you’ll have panoramic views of Kaipara Harbour and Hoteo River Estuary.,Advanced,1 hr 45 min to the summit one way,6113.19,4,1,one_way,0,1.75,6.12 kilometer
600,170.9799408,-45.12184201,Bushy Beach Track,,Spot New Zealand fur seals/kekeno and yellow-eyed penguins/hoiho from this cliff-top walk.,Easy,10 - 20 min,228.16,2,1,one_way,0,0.3,228.16 meter
601,173.8484724,-42.19990538,Patutu Route,,Climb to the summit of Patutu (1162 m) for great views of the coast and the North Island.,Expert,4 hr 30 min one way,4832,5,1,one_way,0,4.5,4.84 kilometer
602,168.1467684,-45.33052869,South Mavora Lake walking tracks,,Looking for day walks from the Mavora Lakes camping ground in the Te Anau area? Try the South Mavora Lake Walking Track or the track to the Kiwiburn Hut. ,Easy,7 hr return,16923.51,2,1,return,0,7,16.93 kilometer
603,173.6349321,-35.57101649,Waoku Coach Road Track,,Follow the gentle incline of an historic coach road through the heart of the Mataraua Forest.,Advanced,12 hr one way,22946.86,4,1,one_way,0,12,22.95 kilometer
604,174.6130867,-36.361774,Dome Forest car park to lookout ,,"Starting from the Dome tearooms carpark, steps lead up along a narrow road reserve to the Dome Forest conservation area.  ",Easy,40 min one way,1042.93,2,1,one_way,0,0.67,1.05 kilometer
605,168.1193661,-44.81688249,Routeburn Track, Lake Howden Track,"For a taste of the Routeburn Track Great Walk or for an easy overnight tramp with kids, walk to Lake Howden with plenty of mountain and valley views along the way.",Intermediate,3 hr,3195.59,3,1,one_way,0,3,3.2 kilometer
606,171.2277762,-42.38511966,Point Elizabeth Walkway,,"A stunning, well surfaced, coastal walkway. Enjoy walking through varied and interesting forest to a panoramic, cliff top viewing platform. Point Elizabeth track is a perfect walk for families and children.",Easy,1 hr 45 min,5227.43,2,1,one_way,0,1.75,5.23 kilometer
607,174.120517,-35.25969856,Flagstaff Hill Track,,"Enjoy 360 degree views of the Bay of Islands from this important historic site - the Union Jack was first flown here in 1840, then chopped down four times up till 1845 as a symbolic gesture against British rule.",Easy,30 min,1350.79,2,1,one_way,0,0.5,1.36 kilometer
608,169.810247,-44.870071,Blue Lake walks,,"Enjoy one of the walks around historic, man-made Blue Lake in St Bathans and view sluicings and gold mining remains.","Easiest,Advanced",30 min to 1 hr,4692.16,1,4,one_way,0,1,4.7 kilometer
609,169.3989266,-44.08426767,Brewster Track,,"The track starts from Fantail Falls, crosses the Haast River, and climbs steadily through beech forest to the bushline.",Advanced,6 - 8 hr return,2721.12,4,1,return,0,8,2.73 kilometer
610,169.3444648,-44.1206154,Bridle Track,,"This well-graded track follows a section of the old Bridle Track, the first link between Otago and Westland.",Easy,1 hr 30 min,3509.84,2,1,one_way,0,1.5,3.51 kilometer
611,177.5966034,-38.23947827,Whinray Scenic Reserve Track,,"View the spectacular Motu Falls from the car park and picnic area, or walk along an old coach road through native forest - suitable for all ages.",Easy,2 hr 30 min,5643.7,2,1,one_way,0,2.5,5.65 kilometer
612,171.6845182,-42.78427938,Lake Kaurapataka Route,,"This track starts and finishes at Aickens car park beside SH73, 5 km west of Otira township.",Expert,6-7 hr over 1-2 days,4847.14,5,1,one_way,8,192,4.85 kilometer
613,172.7417627,-41.18144045,Lodestone summit,,Climb to the top of Lodestone (1462 m) and enjoy spectacular views of Tasman Bay and the Arthur Range.,Advanced,4 - 5 hr return,6795.57,4,1,return,0,5,6.8 kilometer
614,167.4592865,-45.83573596,Rodger Inlet Track,,"This difficult tramping track leads to a hut, then a route heads for the bushline at Lake Monowai, Fiordland.","Advanced,Expert","6 hr to hut, then 4 - 5 hrs to bushline",11579.63,4,2,one_way,0,5,11.58 kilometer
615,172.3009072,-42.73931857,Jollie Brook Circuit,,"The Jollie Brook Circuit starts and finishes off Lake Sumner Road, in Lake Sumner Forest Park.","Advanced,Expert",7 - 11 hr 30 min hr one way,37895.88,4,2,one_way,0,11,37.9 kilometer
616,175.6018633,-41.06301524,Kahikatea Walk,,"Walk through recovering wetland and remnant of flooded forest on this short, easy loop walk - it's a good option for kids.",Easiest,30 min,1117.04,1,1,one_way,0,0.5,1.12 kilometer
617,169.343396,-44.632884,Grandview Mountain Track,,Trampers are well rewarded for their effort from the upper sections of the greater Grandview Range with inspiring views over Lakes Hāwea and Wanaka and mountains beyond. ,Advanced,4 - 6 hr return,8617.3,4,1,return,0,6,8.62 kilometer
618,169.513451,-44.358808,Dingle Burn Track,,A two- to three-day tramping track through an upland valley in Hāwea Conservation Park. It also provides access to Ahuriri Conservation Park. ,Advanced,2 - 3 days,34817.03,4,1,one_way,2,48,34.82 kilometer
619,175.0785623,-37.77352233,Karakariki Track,,"With suspension bridges, a stream, a waterfall and a nice spot for a picnic, this track has plenty to keep kids entertained.",Advanced,20 and 45 mins one way,2298.78,4,1,one_way,0,0.33,2.3 kilometer
620,172.4014761,-42.37952369,Alpine Nature Walk,,The Alpine Nature Walk in Lewis Pass provides an opportunity to break up a long drive while enjoying spectacular scenery and beech forest.,Easiest,20 min,704.5,1,1,one_way,0,0.33,704.51 meter
621,169.7357219,-45.05353966,Otago Central Rail Trail,,Pedalling Otago’s rural heart. The famous Rail Trail takes you through traditional country towns and sheep-farming land farmed by families for many generations. ,Easy,7 - 11 hr 30 min hr one way,37031.84,2,1,one_way,0,11,37.04 kilometer
622,169.4859153,-46.5040545,Matai Falls Walk,,Walk to the Matai Falls (10 m) through regenerating podocarp and broadleaf forest.,Easiest,30 min,565.43,1,1,one_way,0,0.5,565.44 meter
623,175.5810012,-39.14449724,Tongariro Alpine Crossing,,"Trek across a volcanic alpine landscape of dramatic contrasts – steaming vents, glacial valleys, ancient lava flows, alpine vegetation and vivid crater lakes, all with stunning views.",Intermediate,7-8 hr (allow full day),19096.7,3,1,one_way,0,8,19.1 kilometer
624,168.0760632,-44.49670572,Pyke - Big Bay Route,,This challenging tramping route from Hollyford Road to the West Coast offers an adventure for experienced and well equipped trampers. Combine with the Hollyford Track for a 10 day round trip.,Expert,5 - 7 days,115059.99,5,1,one_way,6,144,115.06 kilometer
625,169.435318,-44.528134,Timaru River Track,,"From Lake Hāwea the track follows the Timaru River, crosses Mount Martha Saddle and descends into the Ahuriri Valley. It's a demanding tramp for experienced parties. ",Advanced,2 days,45975.24,4,1,one_way,2,48,45.98 kilometer
626,171.2522057,-43.89541668,Clarke Flat & Te Wanahu Flat tracks,,Discover a variety of vegetation and a waterfall on these walks - shorter options are suitable for children.,"Easiest,Easy,Advanced",Various times up to 3 hr,8612.26,1,3,one_way,0,3,8.62 kilometer
627,170.0292106,-43.49249803,River Walk Lookout Track,,Enjoy a short journey through the rainforest to a lookout to get a great view of Fox Glacier Te Moeka o Tuawe.,Easiest,20 min ,347.85,1,1,one_way,0,0.33,347.86 meter
628,174.2736441,-41.09548344,Motuara Island Lookout Track ,,Experience stunning views over Queen Charlotte Sound and spot some native birds on this walk up to the island's summit.,Easy,30 min one way,744.43,2,1,one_way,0,0.5,744.43 meter
629,175.8166568,-40.33970609,Manawatu Gorge Loop Track,,This is an easy loop walk through bush a short distance from Palmerston North - it's a good option for families with children.,Easiest,15-30 min,879.93,1,1,one_way,0,0.5,879.94 meter
630,173.5023187,-34.98966447,Taumarumaru Scenic Reserve Walk,,This short walk features great views and access to a small beach - with a pa site to explore as well this easy walk is a great option for children.,Easiest,40 min,2476.07,1,1,one_way,0,0.67,2.48 kilometer
631,173.7498791,-35.04839152,St Paul's Rock Track,,"This track climbs up to St Paul's Rock, which stands high above Whangaroa township and provides spectacular views of the Whangaroa Harbour. It's suitable for those with moderate fitness.",Easy,30 min one way,665.08,2,1,one_way,0,0.5,665.08 meter
632,177.136749,-38.73004684,Ruapani Circuit Track,,It will take you six hours of moderate to hard walking to complete the Ruapani Circuit. The track is accessed from the Waikareiti Track and passes through beautiful forest and seven wetlands.,Advanced,6 hr,13195.62,4,1,one_way,0,6,13.2 kilometer
633,169.5880057,-44.27401822,Top Dingle Hut Track ,,A track climbs from Ahuriri valley over Dingleburn Pass and descends to Top Dingle Hut in Dingle Burn valley. ,Advanced,3 - 4 hr,2797.66,4,1,one_way,0,4,2.8 kilometer
634,168.3219562,-44.71534662,Lake Sylvan Track,,This well-defined track leads through old moraine river terraces and tall red beech/tawhai raunui to pretty Lake Sylvan in Mount Aspiring National Park. ,Easy,1 hr 40 min,4991.56,2,1,one_way,0,1.7,5 kilometer
635,174.3179709,-35.18507175,Cape Brett Track,,The Cape Brett Track traverses rugged terrain for 16 km through native and regenerating bush. Expect dramatic coastal views; steep cliffs and drop-offs to the side of the track are a feature.,Advanced,8 hr,4395.84,4,1,one_way,0,8,4.4 kilometer
636,168.4352389,-44.84647221,Mt McIntosh Loop Track,,A steep overnight tramp with magnificent views through open tussock land.,Advanced,8-10 hr return,12388.47,4,1,return,0,10,12.39 kilometer
637,174.9375085,-41.35380735,Butcher Track,,Butcher Track provides magnificent views of the Wellington harbour and surrounding areas.,Advanced,2 hr one way,1402.65,4,1,one_way,0,2,1.41 kilometer
638,167.3357432,-46.0265057,Lake Hauroko to Teal Bay Hut Track,,This rather difficult tramping track in the Lake Hauroko area goes around the lake via bays and bush-clad ridges towards Teal Bay Hut.,Advanced,9 hr,15846.51,4,1,one_way,0,9,15.85 kilometer
639,172.1396012,-42.48389525,Lake Christabel tracks,,A number of tracks lead to a hut at Lake Christabel.,Advanced,2-3 days,45555.46,4,1,one_way,2,48,45.56 kilometer
640,167.9281778,-44.67278458,Milford Sound Lookout Track,,"Enjoy impressive views of stunning Milford Sound from a lookout on this short, easy walking track.",Easy,20 min,100.5,2,1,one_way,0,0.33,100.5 meter
641,170.0942958,-43.71906155,Hooker Valley Track,,Enjoy the awe-inspiring landscapes of the Southern Alps/Kā Tiritiri o te Moana on one of our best day hikes - wind up the Hooker Valley past alpine streams and glaciers in the shadow of Aoraki/Mount Cook.,Easy,3 hr return,4905.81,2,1,return,0,3,4.91 kilometer
642,168.0924929,-44.79997213,Lake Marian Track,,Enjoy this tramping track from Hollyford Road (off Milford Road) to beautiful Lake Marian - an alpine lake in a beautiful hanging valley.,Advanced,"20 min return to falls, 3 hr return to lake",2659.29,4,1,return,0,3,2.66 kilometer
643,170.356162,-44.64318997,Deep Stream Track,,Walk within a flooded canyon to a shady picnic or fishing spot near Lake Aviemore in the Waitaki Valley.,Easy,1 hr one way,1243.33,2,1,one_way,0,1,1.25 kilometer
644,169.1892161,-44.67673795,Deans Bank Track,,This loop walking and mountain biking track meanders along the upper slopes of the Clutha river and offers spectacular views of surrounding peaks and Otago landscapes.,Easy,1 hr 30 min - 2 hr,10677.85,2,1,one_way,0,1.5,10.68 kilometer
645,177.310239,-38.07897202,Marawaiwai Track,,Marawaiwai Track runs alongside a meandering stream through kahikitea forest. It is suitable for all the family. ,Easy,20 - 30 min loop,643.28,2,1,one_way,0,0.5,643.28 meter
646,170.9648717,-44.69851924,Kelceys Bush tracks,,Stroll to a small waterfall or picnic along a sparkling stream and listen to the bird song.,Easy,20 min one way | 40 min one way,1216.88,2,1,one_way,0,0.67,1.22 kilometer
647,171.0584636,-43.5363904,Potts River tracks,,Explore tussock terraces in the Potts River area.,Advanced,4 hr | 9 hr | 7 hr one way,48400.79,4,1,one_way,0,9,48.41 kilometer
648,174.1217092,-39.30665133,Kamahi Loop Track,,Discover 'goblin forest' on this short walk.,Easiest,15-30 min return,445.51,1,1,return,0,0.5,445.52 meter
649,173.5314198,-35.61368091,Yakas Walk,,Walk to a large kauri tree - it's suitable for children but not for buggies.,Easiest,1 hr 20 min return,2068.74,1,1,return,0,1.25,2.07 kilometer
650,175.7150369,-36.83308426,Whitianga Rock Walk,,A short walking track from Ferry Landing Wharf leads into Whitianga Rock Scenic and Historic Reserve where you can visit the remains of a pa site. ,Easiest,20 min return,1093.35,1,1,return,0,0.33,1.1 kilometer
651,172.6229023,-40.75209804,Aorere Goldfields Track,,"Aorere Goldfields Track is a 3-hour loop, which gives you access to explore some of the more accessible gold-mining remnants.",Easy,3 hr circuit,5487,2,1,one_way,0,3,5.49 kilometer
652,175.6235208,-36.72096877,Opera Point Walk,,Opera Point on the Coromandel Peninsula offers a walk on an old tramway line to a pleasant beach.,Easiest,15 min ,1362.96,1,1,one_way,0,0.33,1.37 kilometer
653,173.9850585,-39.30211429,West Egmont tramping tracks,,"The western slopes of the mountain are known for their very high rainfall, resulting in numerous wet and boggy areas. ",Advanced,5 or 6 hr return,18049.86,4,1,return,0,6,18.05 kilometer
654,173.963922,-35.21883242,Pā Road Walk,,The short Pā Road Walk links Pā Road to the Kerikeri Basin.,Easiest,5 min one way,851.96,1,1,one_way,0,0.17,851.96 meter
655,168.94002,-45.01681517,Gibbston River Trail,,The Gibbston River Trail is a walking and mountain bike track that stretches 11km from the historic Kawarau Suspension Bridge along the south bank of the Kawarau River. ,Easy,1 - 3 hr,10808.62,2,1,one_way,0,3,10.81 kilometer
656,174.0832818,-39.2878218,Mount Taranaki  Summit Track,,The Mount Taranaki summit should only be attempted in good weather by experienced trampers with proper equipment. ,"Advanced,Expert", Up 5-6 hr; down 3-4 hr,5594.72,4,2,one_way,0,6,5.6 kilometer
657,168.4637123,-44.72790912,Invincible Gold Mine Track,,"Built by miners in the 1880s, the Invincible Gold Mine Track is an uphill walk that offers wonderful views of the Rees Valley and Mt Earnslaw/Pikirakatahi.",Easy,3 hr,2252.23,2,1,one_way,0,3,2.26 kilometer
658,174.492588,-36.0709906,Brynderwyn Hills Walk,,The Brynderwyn Hills stretch from Mangawhai Heads on the east coast nearly halfway to the eastern arms of the Kaipara Harbour. You can access the walk from either its western or eastern ends. ,Advanced,6 hr,19109.83,4,1,one_way,0,6,19.11 kilometer
659,174.72678,-36.65544,Okura Bush Walkway,,Take a 3-hour return walk along the Okura Bush Walkway. The walkway winds its way through the Okura River Estuary and through coastal forest to Karepiro Bay and historic Dacre Cottage.,Easy,1hr 30 min - 2 hr,9219.14,2,1,one_way,0,2,9.22 kilometer
660,167.5695861,-45.60293752,Pearl Harbour to Hope Arm Track,,"The track leads through beech forest to a very pleasant bay on Lake Manapouri, with a great swimming spot and hut.",Advanced,4-6 hr return,26952.76,4,1,return,0,6,26.96 kilometer
661,174.0917301,-39.2741622,Veronica Loop Track,,"This is pleasant walk uphill through changing alpine rainforest, with an optional detour to a lookout point offering views of the mountain and out to the coast.",Easy,1 hr 30  min- 2 hr,2617.34,2,1,one_way,0,1.5,2.62 kilometer
